# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
11m_135.fa	taxid assigned	based on 1/4 ORFs	1;131567;2;1224;28216;80840;80864;665874;540060	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Proteobacteria: 1.00	Betaproteobacteria: 1.00	Burkholderiales: 1.00	Comamonadaceae: 1.00	Limnohabitans: 1.00	Limnohabitans planktonicus: 1.00
11m_136.fa	taxid assigned	based on 1143/2057 ORFs	1;131567;2	1.00;0.54;0.46	Bacteria: 0.46	no support	no support	no support	no support	no support	no support
11m_137.fa	taxid assigned	based on 1006/1404 ORFs	1;131567;2	1.00;0.81;0.74	Bacteria: 0.74	no support	no support	no support	no support	no support	no support
11m_138.fa	taxid assigned	based on 3100/10468 ORFs	1;131567;2759;33090;3041;2692248;3166;2812636	1.00;0.99;0.93;0.88;0.82;0.80;0.63;0.63	Eukaryota: 0.93	Chlorophyta: 0.82	Chlorophyceae: 0.63	no support	no support	no support	no support
11m_139.fa	taxid assigned	based on 2/3 ORFs	1;131567;2759;2611352;5752;2601529;2601530;5765;5761;51637	1.00;1.00;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0.59	Eukaryota: 0.59	Heterolobosea: 0.59	NA	NA	Vahlkampfiidae: 0.59	Naegleria: 0.59	Naegleria lovaniensis: 0.59
11m_14.fa	taxid assigned (1/2)	based on 951/1390 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.38;0.38;0.38;0.38;0.38;0.38;0.35;0.35	Viruses: 0.38	Uroviricota: 0.38	Caudoviricetes: 0.38	Caudovirales: 0.38	NA	NA	uncultured Caudovirales phage: 0.35
11m_14.fa	taxid assigned (2/2)	based on 951/1390 ORFs	1;131567;2	1.00;0.52;0.51	Bacteria: 0.51	no support	no support	no support	no support	no support	no support
11m_140.fa	taxid assigned	based on 59/63 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.83;0.83;0.83;0.83;0.83;0.83;0.83;0.83	Viruses: 0.83	Uroviricota: 0.83	Caudoviricetes: 0.83	Caudovirales: 0.83	NA	NA	uncultured Caudovirales phage: 0.83
11m_141.fa	no taxid assigned	no hits to database
11m_142.fa	taxid assigned	based on 4540/5705 ORFs	1;131567;2;1783272;201174;1760	1.00;0.98;0.92;0.56;0.54;0.50	Bacteria: 0.92	Actinobacteria: 0.54	Actinomycetia: 0.50	no support	no support	no support	no support
11m_143.fa	no taxid assigned	no hits to database
11m_144.fa	taxid assigned	based on 1221/1798 ORFs	1;131567;2	1.00;0.90;0.86	Bacteria: 0.86	no support	no support	no support	no support	no support	no support
11m_145.fa	taxid assigned	based on 30/50 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.92;0.91;0.91;0.91;0.91;0.91;0.91;0.91	Viruses: 0.92	Uroviricota: 0.91	Caudoviricetes: 0.91	Caudovirales: 0.91	NA	NA	uncultured Caudovirales phage: 0.91
11m_146.fa	no taxid assigned	no hits to database
11m_147.fa	taxid assigned	based on 1783/1804 ORFs	1;131567;2;1224;28216;80840;119060;44013	1.00;1.00;1.00;0.98;0.96;0.93;0.91;0.84	Bacteria: 1.00	Proteobacteria: 0.98	Betaproteobacteria: 0.96	Burkholderiales: 0.93	Burkholderiaceae: 0.91	Polynucleobacter: 0.84	no support
11m_148.fa	taxid assigned	based on 5/8 ORFs	1;131567;2;1783270;68336;976;768503;768507;89373;94253;2026729	1.00;1.00;1.00;1.00;1.00;1.00;0.57;0.57;0.57;0.57;0.57	Bacteria: 1.00	Bacteroidetes: 1.00	Cytophagia: 0.57	Cytophagales: 0.57	Cytophagaceae: 0.57	NA	Cytophagaceae bacterium: 0.57
11m_149.fa	taxid assigned	based on 384/1348 ORFs	1;131567;2	1.00;0.96;0.75	Bacteria: 0.75	no support	no support	no support	no support	no support	no support
11m_15.fa	taxid assigned	based on 4348/5539 ORFs	1;131567;2	1.00;0.67;0.59	Bacteria: 0.59	no support	no support	no support	no support	no support	no support
11m_150.fa	taxid assigned	based on 658/3674 ORFs	1;131567;2759	1.00;0.89;0.52	Eukaryota: 0.52	no support	no support	no support	no support	no support	no support
11m_151.fa	taxid assigned (1/2)	based on 1539/3948 ORFs	1;131567;2	1.00;0.54;0.43	Bacteria: 0.43	no support	no support	no support	no support	no support	no support
11m_151.fa	taxid assigned (2/2)	based on 1539/3948 ORFs	1;10239	1.00;0.34	Viruses: 0.34	no support	no support	no support	no support	no support	no support
11m_152.fa	taxid assigned	based on 31/47 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.81;0.81;0.81;0.81;0.81;0.81;0.81;0.81	Viruses: 0.81	Uroviricota: 0.81	Caudoviricetes: 0.81	Caudovirales: 0.81	NA	NA	uncultured Caudovirales phage: 0.81
11m_153.fa	taxid assigned	based on 31/46 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.68;0.56;0.56;0.56;0.56;0.56;0.54;0.54	Viruses: 0.68	Uroviricota: 0.56	Caudoviricetes: 0.56	Caudovirales: 0.56	NA	NA	uncultured Caudovirales phage: 0.54
11m_154.fa	taxid assigned	based on 1/2 ORFs	1;131567;2;1224;28211;33807;1913988	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Proteobacteria: 1.00	Alphaproteobacteria: 1.00	NA	NA	NA	Alphaproteobacteria bacterium: 1.00
11m_155.fa	no taxid assigned	no hits to database
11m_156.fa	taxid assigned (1/2)	based on 278/659 ORFs	1;131567;2	1.00;0.44;0.34	Bacteria: 0.34	no support	no support	no support	no support	no support	no support
11m_156.fa	taxid assigned (2/2)	based on 278/659 ORFs	1;10239	1.00;0.35	Viruses: 0.35	no support	no support	no support	no support	no support	no support
11m_157.fa	taxid assigned	based on 1638/3257 ORFs	1;131567;2;49928;1869227	1.00;0.61;0.47;0.36;0.36	Bacteria: 0.47	NA	NA	NA	NA	NA	bacterium: 0.36
11m_158.fa	taxid assigned	based on 356/523 ORFs	1;131567;2	1.00;0.97;0.96	Bacteria: 0.96	no support	no support	no support	no support	no support	no support
11m_159.fa	taxid assigned	based on 90/140 ORFs	1;131567;2;1224;28216;80840	1.00;0.98;0.98;0.85;0.80;0.50	Bacteria: 0.98	Proteobacteria: 0.85	Betaproteobacteria: 0.80	Burkholderiales: 0.50	no support	no support	no support
11m_16.fa	taxid assigned	based on 1485/2188 ORFs	1;131567;2	1.00;0.72;0.71	Bacteria: 0.71	no support	no support	no support	no support	no support	no support
11m_160.fa	taxid assigned	based on 5305/5603 ORFs	1;131567;2;1224	1.00;1.00;0.90;0.75	Bacteria: 0.90	Proteobacteria: 0.75	no support	no support	no support	no support	no support
11m_161.fa	taxid assigned	based on 845/1483 ORFs	1;131567;2	1.00;0.74;0.71	Bacteria: 0.71	no support	no support	no support	no support	no support	no support
11m_162.fa	taxid assigned	based on 631/1191 ORFs	1;131567;2	1.00;0.79;0.74	Bacteria: 0.74	no support	no support	no support	no support	no support	no support
11m_163.fa	taxid assigned	based on 5/27 ORFs	1;131567;2;1783272;1239;526524;526525;128827;544447;2049044	1.00;0.76;0.76;0.31;0.31;0.31;0.31;0.31;0.31;0.31	Bacteria: 0.76	Firmicutes: 0.31	Erysipelotrichia: 0.31	Erysipelotrichales: 0.31	Erysipelotrichaceae: 0.31	NA	Erysipelotrichaceae bacterium: 0.31
11m_164.fa	taxid assigned	based on 3249/4103 ORFs	1;131567;2;1783270;68336;976	1.00;0.74;0.70;0.37;0.37;0.37	Bacteria: 0.70	Bacteroidetes: 0.37	no support	no support	no support	no support	no support
11m_165.fa	taxid assigned	based on 10858/11009 ORFs	1;131567;2;1224;28216;80840	1.00;1.00;1.00;0.94;0.90;0.62	Bacteria: 1.00	Proteobacteria: 0.94	Betaproteobacteria: 0.90	Burkholderiales: 0.62	no support	no support	no support
11m_166.fa	taxid assigned	based on 1986/2415 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.59;0.58;0.58;0.58;0.58;0.58;0.55;0.55	Viruses: 0.59	Uroviricota: 0.58	Caudoviricetes: 0.58	Caudovirales: 0.58	NA	NA	uncultured Caudovirales phage: 0.55
11m_167.fa	taxid assigned (1/2)	based on 255/389 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.36;0.36;0.36;0.36;0.36;0.36;0.35;0.35	Viruses: 0.36	Uroviricota: 0.36	Caudoviricetes: 0.36	Caudovirales: 0.36	NA	NA	uncultured Caudovirales phage: 0.35
11m_167.fa	taxid assigned (2/2)	based on 255/389 ORFs	1;131567;2	1.00;0.45;0.45	Bacteria: 0.45	no support	no support	no support	no support	no support	no support
11m_168.fa	taxid assigned	based on 57/65 ORFs	1;131567;2;1224;28216;80840;80864;665874	1.00;0.99;0.99;0.85;0.82;0.69;0.60;0.56	Bacteria: 0.99	Proteobacteria: 0.85	Betaproteobacteria: 0.82	Burkholderiales: 0.69	Comamonadaceae: 0.60	Limnohabitans: 0.56	no support
11m_169.fa	taxid assigned	based on 12/32 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.90;0.87;0.87;0.87;0.87;0.87;0.87;0.87	Viruses: 0.90	Uroviricota: 0.87	Caudoviricetes: 0.87	Caudovirales: 0.87	NA	NA	uncultured Caudovirales phage: 0.87
11m_17.fa	taxid assigned (1/2)	based on 5028/6384 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.36;0.36;0.36;0.36;0.36;0.36;0.36;0.36	Viruses: 0.36	Uroviricota: 0.36	Caudoviricetes: 0.36	Caudovirales: 0.36	NA	NA	uncultured Caudovirales phage: 0.36
11m_17.fa	taxid assigned (2/2)	based on 5028/6384 ORFs	1;131567;2	1.00;0.41;0.36	Bacteria: 0.36	no support	no support	no support	no support	no support	no support
11m_170.fa	taxid assigned	based on 367/569 ORFs	1;131567;2;49928;1869227	1.00;0.83;0.75;0.31;0.31	Bacteria: 0.75	NA	NA	NA	NA	NA	bacterium: 0.31
11m_171.fa	taxid assigned	based on 6126/6351 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;0.99;0.98;0.90;0.90;0.90;0.80	Bacteria: 0.98	Bacteroidetes: 0.90	Chitinophagia: 0.80	no support	no support	no support	no support
11m_172.fa	taxid assigned	based on 414/811 ORFs	1;131567;2;1224	1.00;0.81;0.79;0.34	Bacteria: 0.79	Proteobacteria: 0.34	no support	no support	no support	no support	no support
11m_173.fa	taxid assigned	based on 836/954 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.92;0.91;0.82;0.82;0.77;0.61;0.57	Bacteria: 0.91	Actinobacteria: 0.82	Actinomycetia: 0.77	NA	NA	NA	Actinobacteria bacterium: 0.57
11m_174.fa	taxid assigned	based on 16/18 ORFs	1;131567;2	1.00;0.67;0.67	Bacteria: 0.67	no support	no support	no support	no support	no support	no support
11m_175.fa	taxid assigned	based on 218/467 ORFs	1;131567;2	1.00;0.65;0.46	Bacteria: 0.46	no support	no support	no support	no support	no support	no support
11m_176.fa	taxid assigned	based on 6175/6427 ORFs	1;131567;2;1783270;68336;976;117743;200644;49546;237	1.00;1.00;0.99;0.88;0.88;0.87;0.74;0.72;0.69;0.53	Bacteria: 0.99	Bacteroidetes: 0.87	Flavobacteriia: 0.74	Flavobacteriales: 0.72	Flavobacteriaceae: 0.69	Flavobacterium: 0.53	no support
11m_177.fa	taxid assigned	based on 6/9 ORFs	1;131567;2;1224;28211;33807;1913988	1.00;1.00;1.00;0.67;0.67;0.67;0.67	Bacteria: 1.00	Proteobacteria: 0.67	Alphaproteobacteria: 0.67	NA	NA	NA	Alphaproteobacteria bacterium: 0.67
11m_178.fa	taxid assigned	based on 3905/4023 ORFs	1;131567;2;1783270;68336;976;37452;1898104	1.00;1.00;1.00;0.78;0.78;0.78;0.32;0.32	Bacteria: 1.00	Bacteroidetes: 0.78	NA	NA	NA	NA	Bacteroidetes bacterium: 0.32
11m_179.fa	taxid assigned	based on 284/542 ORFs	1;131567;2	1.00;0.69;0.69	Bacteria: 0.69	no support	no support	no support	no support	no support	no support
11m_18.fa	taxid assigned	based on 1558/1589 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.97;0.97;0.97;0.90;0.90	Bacteria: 1.00	Actinobacteria: 0.97	Actinomycetia: 0.97	NA	NA	NA	Actinobacteria bacterium: 0.90
11m_180.fa	taxid assigned	based on 2925/2968 ORFs	1;131567;2;1224;28216;32003;32011	1.00;1.00;1.00;0.91;0.88;0.62;0.62	Bacteria: 1.00	Proteobacteria: 0.91	Betaproteobacteria: 0.88	Nitrosomonadales: 0.62	Methylophilaceae: 0.62	no support	no support
11m_181.fa	taxid assigned (1/2)	based on 65/136 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.35;0.34;0.34;0.34;0.34;0.34;0.31;0.31	Viruses: 0.35	Uroviricota: 0.34	Caudoviricetes: 0.34	Caudovirales: 0.34	NA	NA	uncultured Caudovirales phage: 0.31
11m_181.fa	taxid assigned (2/2)	based on 65/136 ORFs	1;131567;2	1.00;0.61;0.47	Bacteria: 0.47	no support	no support	no support	no support	no support	no support
11m_182.fa	taxid assigned (1/2)	based on 668/1050 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.37;0.37;0.37;0.37;0.37;0.37;0.35;0.35	Viruses: 0.37	Uroviricota: 0.37	Caudoviricetes: 0.37	Caudovirales: 0.37	NA	NA	uncultured Caudovirales phage: 0.35
11m_182.fa	taxid assigned (2/2)	based on 668/1050 ORFs	1;131567;2	1.00;0.50;0.46	Bacteria: 0.46	no support	no support	no support	no support	no support	no support
11m_183.fa	taxid assigned (1/2)	based on 475/606 ORFs	1;10239;2731341;2731360;2731618;2731619;28883*	1.00;0.31;0.31;0.31;0.31;0.31;0.31	Viruses: 0.31	Uroviricota: 0.31	Caudoviricetes: 0.31	Caudovirales*: 0.31	no support	no support	no support
11m_183.fa	taxid assigned (2/2)	based on 475/606 ORFs	1;131567;2	1.00;0.56;0.54	Bacteria: 0.54	no support	no support	no support	no support	no support	no support
11m_184.fa	taxid assigned	based on 112/190 ORFs	1;131567;2	1.00;0.80;0.79	Bacteria: 0.79	no support	no support	no support	no support	no support	no support
11m_185.fa	taxid assigned (1/2)	based on 307/357 ORFs	1;131567;2;1783270;68336;976	1.00;0.95;0.94;0.39;0.39;0.39	Bacteria: 0.94	Bacteroidetes: 0.39	no support	no support	no support	no support	no support
11m_185.fa	taxid assigned (2/2)	based on 307/357 ORFs	1;131567;2;1783272;201174	1.00;0.95;0.94;0.35;0.34	Bacteria: 0.94	Actinobacteria: 0.34	no support	no support	no support	no support	no support
11m_186.fa	taxid assigned	based on 1/1 ORFs	1;131567;2;1783272;201174;1760;85010;2070;1847;2619320;1885572	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Actinobacteria: 1.00	Actinomycetia: 1.00	Pseudonocardiales: 1.00	Pseudonocardiaceae: 1.00	Pseudonocardia: 1.00	Pseudonocardia sp. Ae707_Ps1: 1.00
11m_187.fa	taxid assigned	based on 1/1 ORFs	1;131567;2;1783272;201174;1760;52018;1504320	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Actinobacteria: 1.00	Actinomycetia: 1.00	NA	NA	NA	actinobacterium acAcidi: 1.00
11m_188.fa	taxid assigned	based on 278/710 ORFs	1;131567;2;1224	1.00;0.88;0.80;0.44	Bacteria: 0.80	Proteobacteria: 0.44	no support	no support	no support	no support	no support
11m_189.fa	taxid assigned	based on 5644/6047 ORFs	1;131567;2;1783257;74201	1.00;0.98;0.98;0.89;0.88	Bacteria: 0.98	Verrucomicrobia: 0.88	no support	no support	no support	no support	no support
11m_19.fa	no taxid assigned	no hits to database
