# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin_111-contigs.fa	taxid assigned	based on 1/22 ORFs	1;131567;2;1783270;68336;976;1853228;2448777;2448778*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Chitinophagia: 1.00	NA	NA	NA	Chitinophagia bacterium*: 1.00
Bin_112-contigs.fa	taxid assigned	based on 3360/3438 ORFs	1;131567;2;1224;28216	1.00;1.00;1.00;0.70;0.69	Bacteria: 1.00	Proteobacteria: 0.70	Betaproteobacteria: 0.69	no support	no support	no support	no support
Bin_113-contigs.fa	no taxid assigned	no hits to database
Bin_114-contigs.fa	taxid assigned	based on 8666/8825 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.96;0.92;0.77;0.36;0.36	Bacteria: 1.00	Actinobacteria: 0.92	Actinomycetia: 0.77	NA	NA	NA	Actinobacteria bacterium: 0.36
Bin_115-contigs.fa	no taxid assigned	no hits to database
Bin_116-contigs.fa	taxid assigned	based on 1/15 ORFs	1;131567;2;1783270;68336;976;117743;200644;1853230;332102;2645487;1917219	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Flavobacteriia: 1.00	Flavobacteriales: 1.00	Crocinitomicaceae: 1.00	Fluviicola: 1.00	Fluviicola sp.: 1.00
Bin_117-contigs.fa	taxid assigned	based on 154/248 ORFs	1;131567;2;1783270;68336;976	1.00;0.82;0.79;0.33;0.33;0.33	Bacteria: 0.79	Bacteroidetes: 0.33	no support	no support	no support	no support	no support
Bin_118-contigs.fa	taxid assigned	based on 4285/6321 ORFs	1;131567;2;1783270;68336;976	1.00;0.88;0.84;0.33;0.33;0.32	Bacteria: 0.84	Bacteroidetes: 0.32	no support	no support	no support	no support	no support
Bin_119-contigs.fa	taxid assigned (1/2)	based on 2385/2969 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.43;0.43;0.43;0.43;0.43;0.43;0.41;0.41	Viruses: 0.43	Uroviricota: 0.43	Caudoviricetes: 0.43	Caudovirales: 0.43	NA	NA	uncultured Caudovirales phage: 0.41
Bin_119-contigs.fa	taxid assigned (2/2)	based on 2385/2969 ORFs	1;131567;2	1.00;0.38;0.38	Bacteria: 0.38	no support	no support	no support	no support	no support	no support
Bin_12-contigs.fa	taxid assigned	based on 717/894 ORFs	1;131567;2759;3027;589350;2896;3030;233186	1.00;0.82;0.69;0.68;0.55;0.55;0.55;0.52	Eukaryota: 0.69	NA	Cryptophyceae: 0.68	Cryptomonadales: 0.55	Cryptomonadaceae: 0.55	Cryptomonas: 0.55	Cryptomonas curvata: 0.52
Bin_120-contigs.fa	taxid assigned (1/2)	based on 35/50 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.51;0.51;0.51;0.51;0.51;0.51;0.51;0.51	Viruses: 0.51	Uroviricota: 0.51	Caudoviricetes: 0.51	Caudovirales: 0.51	NA	NA	uncultured Caudovirales phage: 0.51
Bin_120-contigs.fa	taxid assigned (2/2)	based on 35/50 ORFs	1;131567;2	1.00;0.46;0.46	Bacteria: 0.46	no support	no support	no support	no support	no support	no support
Bin_121-contigs.fa	taxid assigned (1/2)	based on 317/3787 ORFs	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656	1.00;0.97;0.45;0.45;0.43;0.43;0.41;0.35;0.31;0.30;0.30	Eukaryota: 0.45	Arthropoda: 0.30	no support	no support	no support	no support	no support
Bin_121-contigs.fa	taxid assigned (2/2)	based on 317/3787 ORFs	1;131567;2	1.00;0.97;0.37	Bacteria: 0.37	no support	no support	no support	no support	no support	no support
Bin_122-contigs.fa	taxid assigned	based on 19/36 ORFs	1;131567;2;1783270;68336;976	1.00;0.70;0.65;0.39;0.39;0.39	Bacteria: 0.65	Bacteroidetes: 0.39	no support	no support	no support	no support	no support
Bin_123-contigs.fa	taxid assigned	based on 193/1410 ORFs	1;131567;2	1.00;0.94;0.63	Bacteria: 0.63	no support	no support	no support	no support	no support	no support
Bin_124-contigs.fa	taxid assigned	based on 1432/1917 ORFs	1;131567;2;1224;68525;28221	1.00;0.99;0.97;0.78;0.45;0.45	Bacteria: 0.97	Proteobacteria: 0.78	Deltaproteobacteria: 0.45	no support	no support	no support	no support
Bin_125-contigs.fa	taxid assigned	based on 2108/3822 ORFs	1;131567;2	1.00;0.71;0.65	Bacteria: 0.65	no support	no support	no support	no support	no support	no support
Bin_126-contigs.fa	taxid assigned	based on 11385/11704 ORFs	1;131567;2;1224;28216;80840	1.00;1.00;0.99;0.87;0.66;0.31	Bacteria: 0.99	Proteobacteria: 0.87	Betaproteobacteria: 0.66	Burkholderiales: 0.31	no support	no support	no support
Bin_127-contigs.fa	taxid assigned	based on 11/51 ORFs	1;131567;2;1224;28216;80840;119060;44013;1743168	1.00;0.82;0.74;0.69;0.69;0.52;0.52;0.52;0.52	Bacteria: 0.74	Proteobacteria: 0.69	Betaproteobacteria: 0.69	Burkholderiales: 0.52	Burkholderiaceae: 0.52	Polynucleobacter: 0.52	Polynucleobacter wuianus: 0.52
Bin_128-contigs.fa	taxid assigned	based on 1315/1624 ORFs	1;131567;2;2323;1783234;1783273;363464;1046947;2044595	1.00;0.97;0.95;0.83;0.83;0.82;0.81;0.81;0.78	Bacteria: 0.95	Candidatus Gracilibacteria: 0.81	NA	NA	NA	NA	Candidatus Gracilibacteria bacterium: 0.78
Bin_129-contigs.fa	taxid assigned	based on 548/1529 ORFs	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;1962113;1650286	1.00;1.00;0.75;0.73;0.72;0.72;0.66;0.64;0.64;0.59;0.43;0.31;0.31	Eukaryota: 0.75	Chlorophyta: 0.72	Trebouxiophyceae: 0.66	Chlorellales: 0.64	Chlorellaceae: 0.64	Chlorella: 0.43	Chlorella desiccata (nom. nud.): 0.31
Bin_13-contigs.fa	taxid assigned	based on 83/147 ORFs	1;131567;2	1.00;0.86;0.75	Bacteria: 0.75	no support	no support	no support	no support	no support	no support
Bin_130-contigs.fa	taxid assigned	based on 4437/4929 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.97;0.77;0.77;0.75	Bacteria: 0.97	Bacteroidetes: 0.75	no support	no support	no support	no support	no support
Bin_131-contigs.fa	no taxid assigned	no hits to database
Bin_132-contigs.fa	taxid assigned	based on 2304/3477 ORFs	1;131567;2	1.00;0.74;0.69	Bacteria: 0.69	no support	no support	no support	no support	no support	no support
Bin_133-contigs.fa	taxid assigned	based on 1009/1706 ORFs	1;131567;2;1783270;68336	1.00;0.83;0.76;0.33;0.33	Bacteria: 0.76	no support	no support	no support	no support	no support	no support
Bin_134-contigs.fa	taxid assigned	based on 722/781 ORFs	1;131567;2;2323;1783234;95818;1895827	1.00;0.99;0.99;0.87;0.87;0.81;0.78	Bacteria: 0.99	Candidatus Saccharibacteria: 0.81	no support	no support	no support	no support	no support
Bin_135-contigs.fa	taxid assigned	based on 9618/11209 ORFs	1;131567;2;1783270;68336;976	1.00;0.99;0.96;0.58;0.57;0.49	Bacteria: 0.96	Bacteroidetes: 0.49	no support	no support	no support	no support	no support
Bin_136-contigs.fa	taxid assigned	based on 796/1164 ORFs	1;131567;2	1.00;0.68;0.62	Bacteria: 0.62	no support	no support	no support	no support	no support	no support
Bin_137-contigs.fa	taxid assigned	based on 3457/4026 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.99;0.97;0.69;0.68;0.57;0.32;0.32	Bacteria: 0.97	Actinobacteria: 0.68	Actinomycetia: 0.57	NA	NA	NA	Actinobacteria bacterium: 0.32
Bin_138-contigs.fa	no taxid assigned	no hits to database
Bin_139-contigs.fa	taxid assigned	based on 505/1162 ORFs	1;131567;2	1.00;0.87;0.60	Bacteria: 0.60	no support	no support	no support	no support	no support	no support
Bin_14-contigs.fa	taxid assigned	based on 7857/8491 ORFs	1;131567;2;1224;1236;135618	1.00;0.98;0.98;0.78;0.66;0.61	Bacteria: 0.98	Proteobacteria: 0.78	Gammaproteobacteria: 0.66	Methylococcales: 0.61	no support	no support	no support
Bin_140-contigs.fa	taxid assigned	based on 3164/3294 ORFs	1;131567;2;57723;533205;574975;574976;1951928;2052165*	1.00;1.00;1.00;0.98;0.88;0.88;0.88;0.82;0.82	Bacteria: 1.00	Acidobacteria: 0.98	Holophagae: 0.88	Holophagales: 0.88	Holophagaceae: 0.88	NA	Holophagaceae bacterium*: 0.82
Bin_141-contigs.fa	taxid assigned (1/2)	based on 799/972 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.35;0.35;0.35;0.35;0.35;0.35;0.33;0.33	Viruses: 0.35	Uroviricota: 0.35	Caudoviricetes: 0.35	Caudovirales: 0.35	NA	NA	uncultured Caudovirales phage: 0.33
Bin_141-contigs.fa	taxid assigned (2/2)	based on 799/972 ORFs	1;131567;2;1783272;201174;1760	1.00;0.53;0.52;0.34;0.33;0.30	Bacteria: 0.52	Actinobacteria: 0.33	Actinomycetia: 0.30	no support	no support	no support	no support
Bin_142-contigs.fa	taxid assigned	based on 44/54 ORFs	1;131567;2;1224;1236;135613;1046;53392;1166950	1.00;1.00;0.99;0.55;0.31;0.31;0.31;0.31;0.31	Bacteria: 0.99	Proteobacteria: 0.55	Gammaproteobacteria: 0.31	Chromatiales: 0.31	Chromatiaceae: 0.31	Thiodictyon: 0.31	Candidatus Thiodictyon syntrophicum: 0.31
Bin_143-contigs.fa	taxid assigned (1/2)	based on 130/144 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.53;0.53;0.53;0.53;0.53;0.53;0.52;0.52	Viruses: 0.53	Uroviricota: 0.53	Caudoviricetes: 0.53	Caudovirales: 0.53	NA	NA	uncultured Caudovirales phage: 0.52
Bin_143-contigs.fa	taxid assigned (2/2)	based on 130/144 ORFs	1;131567	1.00;0.31	no support	no support	no support	no support	no support	no support	no support
Bin_144-contigs.fa	taxid assigned	based on 1038/1563 ORFs	1;131567;2;1783257;74201	1.00;0.95;0.91;0.51;0.49	Bacteria: 0.91	Verrucomicrobia: 0.49	no support	no support	no support	no support	no support
Bin_145-contigs.fa	taxid assigned	based on 1707/1896 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;0.96;0.95;0.83;0.83;0.83;0.78	Bacteria: 0.95	Bacteroidetes: 0.83	Chitinophagia: 0.78	no support	no support	no support	no support
Bin_146-contigs.fa	taxid assigned	based on 1/7 ORFs	1	1.00	no support	no support	no support	no support	no support	no support	no support
Bin_147-contigs.fa	taxid assigned	based on 1168/1906 ORFs	1;131567;2;1783270;68336;976	1.00;0.81;0.75;0.37;0.36;0.36	Bacteria: 0.75	Bacteroidetes: 0.36	no support	no support	no support	no support	no support
Bin_148-contigs.fa	taxid assigned	based on 761/1084 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.85;0.81;0.35;0.34;0.34;0.34;0.34	Bacteria: 0.81	Actinobacteria: 0.34	Actinomycetia: 0.34	NA	NA	NA	Actinobacteria bacterium: 0.34
Bin_149-contigs.fa	taxid assigned	based on 1772/1996 ORFs	1;131567;2;1783272;201174;1760;52018	1.00;0.98;0.97;0.63;0.62;0.54;0.30	Bacteria: 0.97	Actinobacteria: 0.62	Actinomycetia: 0.54	no support	no support	no support	no support
Bin_15-contigs.fa	no taxid assigned	no hits to database
Bin_150-contigs.fa	taxid assigned	based on 342/1500 ORFs	1;131567;2	1.00;0.97;0.65	Bacteria: 0.65	no support	no support	no support	no support	no support	no support
Bin_151-contigs.fa	taxid assigned	based on 2448/2641 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;0.92;0.91;0.83;0.83;0.83;0.67	Bacteria: 0.91	Bacteroidetes: 0.83	Chitinophagia: 0.67	no support	no support	no support	no support
Bin_152-contigs.fa	taxid assigned (1/2)	based on 110/127 ORFs	1;131567;2;1224;28216;80840	1.00;0.80;0.80;0.71;0.33;0.31	Bacteria: 0.80	Proteobacteria: 0.71	Betaproteobacteria: 0.33	Burkholderiales: 0.31	no support	no support	no support
Bin_152-contigs.fa	taxid assigned (2/2)	based on 110/127 ORFs	1;131567;2;1224;28211	1.00;0.80;0.80;0.71;0.37	Bacteria: 0.80	Proteobacteria: 0.71	Alphaproteobacteria: 0.37	no support	no support	no support	no support
Bin_153-contigs.fa	taxid assigned	based on 5/76 ORFs	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569	1.00;1.00;0.74;0.74;0.74;0.74;0.64;0.43;0.43;0.43;0.43;0.43;0.43;0.43;0.43;0.43;0.43;0.43	Eukaryota: 0.74	Arthropoda: 0.43	Hexanauplia: 0.43	no support	no support	no support	no support
Bin_154-contigs.fa	taxid assigned	based on 6162/6294 ORFs	1;131567;2;1783272;201174	1.00;1.00;1.00;0.77;0.77	Bacteria: 1.00	Actinobacteria: 0.77	no support	no support	no support	no support	no support
Bin_155-contigs.fa	no taxid assigned	no hits to database
Bin_156-contigs.fa	no taxid assigned	no hits to database
Bin_157-contigs.fa	taxid assigned	based on 16/85 ORFs	1;131567;2	1.00;0.83;0.61	Bacteria: 0.61	no support	no support	no support	no support	no support	no support
Bin_158-contigs.fa	taxid assigned	based on 1622/2520 ORFs	1;131567;2	1.00;0.71;0.64	Bacteria: 0.64	no support	no support	no support	no support	no support	no support
Bin_159-contigs.fa	taxid assigned	based on 506/736 ORFs	1;131567;2	1.00;0.86;0.80	Bacteria: 0.80	no support	no support	no support	no support	no support	no support
Bin_16-contigs.fa	taxid assigned (1/2)	based on 3296/3973 ORFs	1;131567;2;2323;1783234;1783273	1.00;0.99;0.96;0.49;0.49;0.42	Bacteria: 0.96	no support	no support	no support	no support	no support	no support
Bin_16-contigs.fa	taxid assigned (2/2)	based on 3296/3973 ORFs	1;131567;2;48479;1234023	1.00;0.99;0.96;0.34;0.34	Bacteria: 0.96	NA	NA	NA	NA	NA	uncultured bacterium (gcode 4): 0.34
Bin_160-contigs.fa	taxid assigned (1/2)	based on 405/580 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.32;0.32;0.32;0.32;0.32;0.32;0.31;0.31	Viruses: 0.32	Uroviricota: 0.32	Caudoviricetes: 0.32	Caudovirales: 0.32	NA	NA	uncultured Caudovirales phage: 0.31
Bin_160-contigs.fa	taxid assigned (2/2)	based on 405/580 ORFs	1;131567;2	1.00;0.58;0.56	Bacteria: 0.56	no support	no support	no support	no support	no support	no support
Bin_161-contigs.fa	taxid assigned	based on 175/1646 ORFs	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116571	1.00;0.94;0.84;0.82;0.80;0.80;0.76;0.73;0.69;0.69;0.69;0.64;0.64;0.49;0.47;0.47;0.46;0.46;0.44	Eukaryota: 0.84	Arthropoda: 0.69	Hexanauplia: 0.47	no support	no support	no support	no support
Bin_162-contigs.fa	taxid assigned (1/2)	based on 4/32 ORFs	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116570;6833;88013;88014;88015	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.51;0.51;0.51;0.51;0.51	Eukaryota: 1.00	Arthropoda: 1.00	Hexanauplia: 1.00	Calanoida: 0.51	Temoridae: 0.51	Eurytemora: 0.51	Eurytemora affinis: 0.51
Bin_162-contigs.fa	taxid assigned (2/2)	based on 4/32 ORFs	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116571	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.49	Eukaryota: 1.00	Arthropoda: 1.00	Hexanauplia: 1.00	no support	no support	no support	no support
Bin_163-contigs.fa	taxid assigned	based on 2895/3072 ORFs	1;131567;2;1783272;200795	1.00;1.00;1.00;0.63;0.62	Bacteria: 1.00	Chloroflexi: 0.62	no support	no support	no support	no support	no support
Bin_164-contigs.fa	taxid assigned (1/2)	based on 30/44 ORFs	1;131567;2;1783270;68336;976;768503;1313767;2026730*	1.00;1.00;1.00;0.47;0.47;0.47;0.47;0.47;0.47	Bacteria: 1.00	Bacteroidetes: 0.47	Cytophagia: 0.47	NA	NA	NA	Cytophagia bacterium*: 0.47
Bin_164-contigs.fa	taxid assigned (2/2)	based on 30/44 ORFs	1;131567;2;1783272	1.00;1.00;1.00;0.32	Bacteria: 1.00	no support	no support	no support	no support	no support	no support
Bin_165-contigs.fa	taxid assigned	based on 2336/6150 ORFs	1;131567;2759;2698737	1.00;0.93;0.60;0.47	Eukaryota: 0.60	no support	no support	no support	no support	no support	no support
Bin_166-contigs.fa	taxid assigned	based on 168/302 ORFs	1;131567;2759	1.00;0.86;0.45	Eukaryota: 0.45	no support	no support	no support	no support	no support	no support
Bin_167-contigs.fa	taxid assigned	based on 1139/1660 ORFs	1;131567;2	1.00;0.77;0.76	Bacteria: 0.76	no support	no support	no support	no support	no support	no support
Bin_168-contigs.fa	taxid assigned	based on 4/117 ORFs	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116571	1.00;1.00;0.76;0.76;0.76;0.76;0.76;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52;0.52	Eukaryota: 0.76	Arthropoda: 0.52	Hexanauplia: 0.52	no support	no support	no support	no support
Bin_169-contigs.fa	taxid assigned	based on 674/1126 ORFs	1;131567;2	1.00;0.77;0.71	Bacteria: 0.71	no support	no support	no support	no support	no support	no support
Bin_17-contigs.fa	no taxid assigned	no hits to database
Bin_170-contigs.fa	no taxid assigned	no hits to database
Bin_171-contigs.fa	taxid assigned	based on 1/5 ORFs	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;123365;123366;123367;123368;123369;1489872;1489908;1489920;1489921;123349;63826;557415;210581;441366	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Eukaryota: 1.00	Chordata: 1.00	Actinopteri: 1.00	Blenniiformes: 1.00	Gobiesocidae: 1.00	Gouania: 1.00	Gouania willdenowi: 1.00
Bin_172-contigs.fa	taxid assigned	based on 33/229 ORFs	1;131567;2	1.00;0.97;0.74	Bacteria: 0.74	no support	no support	no support	no support	no support	no support
Bin_173-contigs.fa	taxid assigned	based on 3550/3830 ORFs	1;131567;2;1783270;68336;976;37452;1898104	1.00;1.00;0.99;0.91;0.91;0.88;0.66;0.64	Bacteria: 0.99	Bacteroidetes: 0.88	NA	NA	NA	NA	Bacteroidetes bacterium: 0.64
Bin_174-contigs.fa	taxid assigned	based on 573/1126 ORFs	1;131567;2;49928;1869227	1.00;0.63;0.58;0.50;0.50	Bacteria: 0.58	NA	NA	NA	NA	NA	bacterium: 0.50
Bin_175-contigs.fa	taxid assigned	based on 643/6516 ORFs	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657	1.00;0.95;0.59;0.54;0.53;0.53;0.50;0.46;0.43;0.43;0.43;0.41;0.41;0.32	Eukaryota: 0.59	Arthropoda: 0.43	no support	no support	no support	no support	no support
Bin_176-contigs.fa	taxid assigned	based on 4/59 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.87;0.87;0.87;0.87;0.87;0.87;0.87;0.87	Viruses: 0.87	Uroviricota: 0.87	Caudoviricetes: 0.87	Caudovirales: 0.87	NA	NA	uncultured Caudovirales phage: 0.87
Bin_177-contigs.fa	no taxid assigned	no hits to database
Bin_178-contigs.fa	no taxid assigned	no hits to database
Bin_179-contigs.fa	taxid assigned (1/2)	based on 6/7 ORFs	1;131567;2759;33154;33208;6072;33213;33317;2697495;2697496;10190;2816136;44578;231623;392033	1.00;1.00;0.62;0.62;0.62;0.62;0.62;0.62;0.62;0.62;0.62;0.62;0.62;0.62;0.62	Eukaryota: 0.62	Rotifera: 0.62	Eurotatoria: 0.62	NA	NA	Rotaria: 0.62	Rotaria sordida: 0.62
Bin_179-contigs.fa	taxid assigned (2/2)	based on 6/7 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.38;0.34;0.34;0.34	Bacteria: 0.38	Bacteroidetes: 0.34	no support	no support	no support	no support	no support
Bin_18-contigs.fa	taxid assigned (1/2)	based on 373/624 ORFs	1;10239;12429;2763270	1.00;0.53;0.47;0.46	Viruses: 0.53	NA	NA	NA	NA	NA	Virus NIOZ-UU159: 0.46
Bin_18-contigs.fa	taxid assigned (2/2)	based on 373/624 ORFs	1;131567	1.00;0.35	no support	no support	no support	no support	no support	no support	no support
Bin_180-contigs.fa	taxid assigned	based on 2183/2217 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.93	Bacteria: 1.00	Proteobacteria: 0.93	no support	no support	no support	no support	no support
Bin_181-contigs.fa	taxid assigned	based on 12097/18616 ORFs	1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;303405	1.00;1.00;0.98;0.97;0.97;0.97;0.97;0.91;0.91;0.75;0.75;0.37;0.37	Eukaryota: 0.98	Bacillariophyta: 0.97	Bacillariophyceae: 0.91	Bacillariales: 0.75	Bacillariaceae: 0.75	Nitzschia: 0.37	Nitzschia inconspicua: 0.37
Bin_182-contigs.fa	taxid assigned	based on 6531/6614 ORFs	1;131567;2;1783272;201174;1760	1.00;1.00;0.99;0.96;0.96;0.96	Bacteria: 0.99	Actinobacteria: 0.96	Actinomycetia: 0.96	no support	no support	no support	no support
Bin_183-contigs.fa	taxid assigned	based on 2746/2902 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.99;0.92;0.92;0.90	Bacteria: 0.99	Bacteroidetes: 0.90	no support	no support	no support	no support	no support
Bin_184-contigs.fa	taxid assigned (1/2)	based on 3/50 ORFs	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116571;41212;512265;6831;6832	1.00;1.00;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32	Eukaryota: 0.32	Arthropoda: 0.32	Hexanauplia: 0.32	Harpacticoida: 0.32	Harpacticidae: 0.32	Tigriopus: 0.32	Tigriopus californicus: 0.32
Bin_184-contigs.fa	taxid assigned (2/2)	based on 3/50 ORFs	1;131567;2	1.00;1.00;0.68	Bacteria: 0.68	no support	no support	no support	no support	no support	no support
