# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin_122-contigs.fa	taxid assigned	based on 1105/1116 ORFs	1;131567;2;1224;28211;204457	1.00;1.00;1.00;1.00;1.00;0.88	Bacteria: 1.00	Proteobacteria: 1.00	Alphaproteobacteria: 1.00	Sphingomonadales: 0.88	no support	no support	no support
Bin_123-contigs.fa	taxid assigned	based on 2658/4674 ORFs	1;131567;2;1783272	1.00;0.87;0.73;0.33	Bacteria: 0.73	no support	no support	no support	no support	no support	no support
Bin_124-contigs.fa	no taxid assigned	no hits to database
Bin_125-contigs.fa	taxid assigned	based on 529/561 ORFs	1;131567;2;1783270;68336;976;1853228;1853229;563835	1.00;1.00;0.99;0.98;0.98;0.97;0.86;0.85;0.85	Bacteria: 0.99	Bacteroidetes: 0.97	Chitinophagia: 0.86	Chitinophagales: 0.85	Chitinophagaceae: 0.85	no support	no support
Bin_126-contigs.fa	taxid assigned	based on 84/133 ORFs	1;131567;2;1224;1236;33811;1913989	1.00;0.69;0.68;0.58;0.57;0.57;0.57	Bacteria: 0.68	Proteobacteria: 0.58	Gammaproteobacteria: 0.57	NA	NA	NA	Gammaproteobacteria bacterium: 0.57
Bin_127-contigs.fa	taxid assigned	based on 706/2643 ORFs	1;131567;2759;33090;3041;2692248;3166;2812636	1.00;0.98;0.83;0.73;0.68;0.67;0.50;0.50	Eukaryota: 0.83	Chlorophyta: 0.68	Chlorophyceae: 0.50	no support	no support	no support	no support
Bin_128-contigs.fa	no taxid assigned	no hits to database
Bin_129-contigs.fa	taxid assigned	based on 1137/2506 ORFs	1;10239;2732004;2732005;2732007;2732523;2732524;10501;181084;880158	1.00;0.65;0.64;0.64;0.64;0.64;0.63;0.63;0.62;0.62	Viruses: 0.65	Nucleocytoviricota: 0.64	Megaviricetes: 0.64	Algavirales: 0.63	Phycodnaviridae: 0.63	Prasinovirus: 0.62	no support
Bin_13-contigs.fa	no taxid assigned	no hits to database
Bin_130-contigs.fa	taxid assigned	based on 1059/1122 ORFs	1;131567;2;1783270;68336;976;768503;768507;89373;2676247;2516559	1.00;1.00;0.99;0.72;0.72;0.72;0.69;0.64;0.60;0.53;0.52	Bacteria: 0.99	Bacteroidetes: 0.72	Cytophagia: 0.69	Cytophagales: 0.64	Cytophagaceae: 0.60	Aquirufa: 0.53	Aquirufa antheringensis: 0.52
Bin_131-contigs.fa	taxid assigned	based on 3130/3414 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.96;0.96;0.65;0.64;0.58;0.32;0.31	Bacteria: 0.96	Actinobacteria: 0.64	Actinomycetia: 0.58	NA	NA	NA	Actinobacteria bacterium: 0.31
Bin_132-contigs.fa	no taxid assigned	no hits to database
Bin_133-contigs.fa	taxid assigned	based on 2311/2356 ORFs	1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728	1.00;1.00;1.00;0.97;0.97;0.97;0.93;0.91;0.89;0.89;0.89	Bacteria: 1.00	Bacteroidetes: 0.97	Flavobacteriia: 0.93	Flavobacteriales: 0.91	Crocinitomicaceae: 0.89	NA	Crocinitomicaceae bacterium: 0.89
Bin_134-contigs.fa	taxid assigned	based on 4/10 ORFs	1;131567;2;1783272;1297;188787;118964;183710;1298	1.00;1.00;1.00;0.78;0.38;0.38;0.38;0.38;0.38	Bacteria: 1.00	Deinococcus-Thermus: 0.38	Deinococci: 0.38	Deinococcales: 0.38	Deinococcaceae: 0.38	Deinococcus: 0.38	no support
Bin_135-contigs.fa	taxid assigned	based on 3566/3667 ORFs	1;131567;2;1224	1.00;1.00;0.99;0.89	Bacteria: 0.99	Proteobacteria: 0.89	no support	no support	no support	no support	no support
Bin_136-contigs.fa	no taxid assigned	no hits to database
Bin_137-contigs.fa	taxid assigned	based on 6065/6255 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;0.99;0.99;0.95;0.95;0.95;0.89	Bacteria: 0.99	Bacteroidetes: 0.95	Chitinophagia: 0.89	no support	no support	no support	no support
Bin_138-contigs.fa	taxid assigned	based on 4472/4912 ORFs	1;131567;2;1783257;74201;203494;48461;134621;1032526;2638824;2024890	1.00;1.00;1.00;0.81;0.78;0.55;0.55;0.54;0.54;0.54;0.54	Bacteria: 1.00	Verrucomicrobia: 0.78	Verrucomicrobiae: 0.55	Verrucomicrobiales: 0.55	Verrucomicrobia subdivision 3: 0.54	Pedosphaera: 0.54	Pedosphaera sp.: 0.54
Bin_139-contigs.fa	taxid assigned	based on 573/872 ORFs	1;131567;2;1783270;68336;976	1.00;0.74;0.72;0.33;0.33;0.30	Bacteria: 0.72	Bacteroidetes: 0.30	no support	no support	no support	no support	no support
Bin_14-contigs.fa	taxid assigned	based on 115/257 ORFs	1;131567;2759;3027;589350;2896;3030;233186	1.00;0.99;0.73;0.68;0.55;0.55;0.55;0.53	Eukaryota: 0.73	NA	Cryptophyceae: 0.68	Cryptomonadales: 0.55	Cryptomonadaceae: 0.55	Cryptomonas: 0.55	Cryptomonas curvata: 0.53
Bin_140-contigs.fa	taxid assigned	based on 4129/4454 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.99;0.99;0.90;0.89;0.67;0.36;0.36	Bacteria: 0.99	Actinobacteria: 0.89	Actinomycetia: 0.67	NA	NA	NA	Actinobacteria bacterium: 0.36
Bin_141-contigs.fa	taxid assigned	based on 10402/11132 ORFs	1;131567;2;1783270;68336;976	1.00;0.99;0.98;0.50;0.50;0.50	Bacteria: 0.98	Bacteroidetes: 0.50	no support	no support	no support	no support	no support
Bin_142-contigs.fa	taxid assigned	based on 1172/1197 ORFs	1;131567;2;1783270;68336;976;768503;768507;1751870;2053541	1.00;1.00;1.00;0.97;0.97;0.97;0.92;0.46;0.31;0.31	Bacteria: 1.00	Bacteroidetes: 0.97	Cytophagia: 0.92	Cytophagales: 0.46	NA	NA	Cytophagales bacterium: 0.31
Bin_143-contigs.fa	taxid assigned	based on 2540/2755 ORFs	1;131567;2;1224;1236	1.00;0.99;0.98;0.92;0.81	Bacteria: 0.98	Proteobacteria: 0.92	Gammaproteobacteria: 0.81	no support	no support	no support	no support
Bin_144-contigs.fa	taxid assigned	based on 2810/4323 ORFs	1;131567;2	1.00;0.96;0.94	Bacteria: 0.94	no support	no support	no support	no support	no support	no support
Bin_145-contigs.fa	taxid assigned (1/2)	based on 10939/13194 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.38;0.38;0.38;0.38;0.38;0.38;0.37;0.37	Viruses: 0.38	Uroviricota: 0.38	Caudoviricetes: 0.38	Caudovirales: 0.38	NA	NA	uncultured Caudovirales phage: 0.37
Bin_145-contigs.fa	taxid assigned (2/2)	based on 10939/13194 ORFs	1;131567;2	1.00;0.41;0.36	Bacteria: 0.36	no support	no support	no support	no support	no support	no support
Bin_146-contigs.fa	no taxid assigned	no hits to database
Bin_147-contigs.fa	no taxid assigned	no hits to database
Bin_148-contigs.fa	taxid assigned (1/2)	based on 1008/1738 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.37;0.35;0.35;0.35;0.35;0.35;0.32;0.32	Viruses: 0.37	Uroviricota: 0.35	Caudoviricetes: 0.35	Caudovirales: 0.35	NA	NA	uncultured Caudovirales phage: 0.32
Bin_148-contigs.fa	taxid assigned (2/2)	based on 1008/1738 ORFs	1;131567;2	1.00;0.47;0.45	Bacteria: 0.45	no support	no support	no support	no support	no support	no support
Bin_149-contigs.fa	taxid assigned	based on 5859/6456 ORFs	1;131567;2;1783257;74201;417295;2026799	1.00;1.00;0.99;0.87;0.86;0.33;0.33	Bacteria: 0.99	Verrucomicrobia: 0.86	NA	NA	NA	NA	Verrucomicrobia bacterium: 0.33
Bin_15-contigs.fa	taxid assigned	based on 20404/21222 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.99;0.89;0.89;0.88	Bacteria: 0.99	Bacteroidetes: 0.88	no support	no support	no support	no support	no support
Bin_150-contigs.fa	taxid assigned	based on 575/1135 ORFs	1;131567;2	1.00;0.73;0.65	Bacteria: 0.65	no support	no support	no support	no support	no support	no support
Bin_151-contigs.fa	taxid assigned	based on 758/1103 ORFs	1;131567;2	1.00;0.94;0.94	Bacteria: 0.94	no support	no support	no support	no support	no support	no support
Bin_152-contigs.fa	taxid assigned	based on 440/515 ORFs	1;131567;2;1783270;68336;976	1.00;0.72;0.71;0.33;0.33;0.33	Bacteria: 0.71	Bacteroidetes: 0.33	no support	no support	no support	no support	no support
Bin_153-contigs.fa	taxid assigned	based on 317/485 ORFs	1;131567;2	1.00;0.76;0.71	Bacteria: 0.71	no support	no support	no support	no support	no support	no support
Bin_154-contigs.fa	taxid assigned (1/2)	based on 4073/5915 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.38;0.36;0.36;0.36;0.36;0.36;0.35;0.35	Viruses: 0.38	Uroviricota: 0.36	Caudoviricetes: 0.36	Caudovirales: 0.36	NA	NA	uncultured Caudovirales phage: 0.35
Bin_154-contigs.fa	taxid assigned (2/2)	based on 4073/5915 ORFs	1;131567;2	1.00;0.52;0.48	Bacteria: 0.48	no support	no support	no support	no support	no support	no support
Bin_155-contigs.fa	taxid assigned	based on 8154/9244 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.99;0.98;0.67;0.65;0.57;0.47;0.44	Bacteria: 0.98	Actinobacteria: 0.65	Actinomycetia: 0.57	NA	NA	NA	Actinobacteria bacterium: 0.44
Bin_156-contigs.fa	taxid assigned	based on 2125/2172 ORFs	1;131567;2;1783270;68336;976;117747;200666	1.00;1.00;1.00;0.95;0.95;0.95;0.36;0.33	Bacteria: 1.00	Bacteroidetes: 0.95	Sphingobacteriia: 0.36	Sphingobacteriales: 0.33	no support	no support	no support
Bin_157-contigs.fa	taxid assigned	based on 5359/6544 ORFs	1;131567;2	1.00;0.56;0.52	Bacteria: 0.52	no support	no support	no support	no support	no support	no support
Bin_158-contigs.fa	taxid assigned	based on 3073/3110 ORFs	1;131567;2;1224;28216;80840;119060;44013	1.00;1.00;0.99;0.98;0.97;0.94;0.93;0.87	Bacteria: 0.99	Proteobacteria: 0.98	Betaproteobacteria: 0.97	Burkholderiales: 0.94	Burkholderiaceae: 0.93	Polynucleobacter: 0.87	no support
Bin_159-contigs.fa	taxid assigned	based on 1122/1145 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	no support	no support	no support	no support	no support	no support
Bin_16-contigs.fa	taxid assigned	based on 88/134 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.62;0.62;0.62;0.62;0.62;0.62;0.61;0.61	Viruses: 0.62	Uroviricota: 0.62	Caudoviricetes: 0.62	Caudovirales: 0.62	NA	NA	uncultured Caudovirales phage: 0.61
Bin_160-contigs.fa	taxid assigned	based on 15806/18590 ORFs	1;131567;2;1224;28216	1.00;0.99;0.97;0.64;0.46	Bacteria: 0.97	Proteobacteria: 0.64	Betaproteobacteria: 0.46	no support	no support	no support	no support
Bin_161-contigs.fa	taxid assigned (1/2)	based on 4806/5755 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.35;0.35;0.35;0.35;0.35;0.35;0.34;0.34	Viruses: 0.35	Uroviricota: 0.35	Caudoviricetes: 0.35	Caudovirales: 0.35	NA	NA	uncultured Caudovirales phage: 0.34
Bin_161-contigs.fa	taxid assigned (2/2)	based on 4806/5755 ORFs	1;131567;2	1.00;0.46;0.40	Bacteria: 0.40	no support	no support	no support	no support	no support	no support
Bin_162-contigs.fa	taxid assigned	based on 3263/3753 ORFs	1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728	1.00;0.98;0.97;0.80;0.80;0.79;0.60;0.56;0.51;0.50;0.50	Bacteria: 0.97	Bacteroidetes: 0.79	Flavobacteriia: 0.60	Flavobacteriales: 0.56	Crocinitomicaceae: 0.51	NA	Crocinitomicaceae bacterium: 0.50
Bin_163-contigs.fa	taxid assigned	based on 2547/2663 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.90;0.90;0.89	Bacteria: 1.00	Bacteroidetes: 0.89	no support	no support	no support	no support	no support
Bin_164-contigs.fa	taxid assigned	based on 8836/8968 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;0.99;0.96;0.95;0.93;0.45;0.45	Bacteria: 0.99	Actinobacteria: 0.95	Actinomycetia: 0.93	NA	NA	NA	Actinobacteria bacterium: 0.45
Bin_165-contigs.fa	taxid assigned	based on 9531/9736 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.94;0.94;0.53;0.52;0.40	Bacteria: 1.00	Actinobacteria: 0.94	Actinomycetia: 0.53	NA	NA	NA	Actinobacteria bacterium: 0.40
Bin_166-contigs.fa	taxid assigned	based on 181/402 ORFs	1;131567;2	1.00;0.76;0.53	Bacteria: 0.53	no support	no support	no support	no support	no support	no support
Bin_167-contigs.fa	taxid assigned	based on 519/726 ORFs	1;131567;2	1.00;0.79;0.76	Bacteria: 0.76	no support	no support	no support	no support	no support	no support
Bin_168-contigs.fa	no taxid assigned	no hits to database
Bin_169-contigs.fa	taxid assigned	based on 467/1887 ORFs	1;131567;2759;33090;3041	1.00;0.98;0.80;0.64;0.42	Eukaryota: 0.80	Chlorophyta: 0.42	no support	no support	no support	no support	no support
Bin_17-contigs.fa	taxid assigned	based on 698/1015 ORFs	1;131567;2	1.00;0.81;0.73	Bacteria: 0.73	no support	no support	no support	no support	no support	no support
Bin_170-contigs.fa	taxid assigned (1/2)	based on 2/17 ORFs	1;131567;2;1783270;68336;976;1853228;1853229	1.00;1.00;1.00;0.67;0.67;0.67;0.67;0.67	Bacteria: 1.00	Bacteroidetes: 0.67	Chitinophagia: 0.67	Chitinophagales: 0.67	no support	no support	no support
Bin_170-contigs.fa	taxid assigned (2/2)	based on 2/17 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.33	Bacteria: 1.00	Proteobacteria: 0.33	no support	no support	no support	no support	no support
Bin_171-contigs.fa	taxid assigned	based on 492/788 ORFs	1;131567;2	1.00;0.51;0.51	Bacteria: 0.51	no support	no support	no support	no support	no support	no support
Bin_172-contigs.fa	taxid assigned	based on 2230/2273 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.98;0.97;0.97;0.92;0.92	Bacteria: 1.00	Actinobacteria: 0.97	Actinomycetia: 0.97	NA	NA	NA	Actinobacteria bacterium: 0.92
Bin_173-contigs.fa	no taxid assigned	no hits to database
Bin_174-contigs.fa	taxid assigned	based on 981/1040 ORFs	1;131567;2;1224;1236;135618	1.00;1.00;0.98;0.77;0.70;0.65	Bacteria: 0.98	Proteobacteria: 0.77	Gammaproteobacteria: 0.70	Methylococcales: 0.65	no support	no support	no support
Bin_175-contigs.fa	taxid assigned	based on 19112/40827 ORFs	1;131567;2759;33090;3041	1.00;0.99;0.88;0.74;0.40	Eukaryota: 0.88	Chlorophyta: 0.40	no support	no support	no support	no support	no support
Bin_176-contigs.fa	taxid assigned	based on 33/45 ORFs	1;131567;2;1224;28211;204458;76892;81440;1978230	1.00;0.95;0.95;0.82;0.82;0.82;0.82;0.82;0.82	Bacteria: 0.95	Proteobacteria: 0.82	Alphaproteobacteria: 0.82	Caulobacterales: 0.82	Caulobacteraceae: 0.82	NA	Caulobacteraceae bacterium: 0.82
Bin_177-contigs.fa	taxid assigned	based on 29/135 ORFs	1;131567;2;1783270;68336;976;1853228;2448777;2448778*	1.00;1.00;0.71;0.43;0.43;0.43;0.43;0.43;0.43	Bacteria: 0.71	Bacteroidetes: 0.43	Chitinophagia: 0.43	NA	NA	NA	Chitinophagia bacterium*: 0.43
Bin_178-contigs.fa	taxid assigned (1/2)	based on 884/1530 ORFs	1;131567;2	1.00;0.37;0.30	Bacteria: 0.30	no support	no support	no support	no support	no support	no support
Bin_178-contigs.fa	taxid assigned (2/2)	based on 884/1530 ORFs	1;10239	1.00;0.50	Viruses: 0.50	no support	no support	no support	no support	no support	no support
Bin_179-contigs.fa	taxid assigned	based on 285/385 ORFs	1;131567;2;1783270;68336;976	1.00;0.88;0.81;0.45;0.45;0.45	Bacteria: 0.81	Bacteroidetes: 0.45	no support	no support	no support	no support	no support
Bin_18-contigs.fa	taxid assigned	based on 2430/3597 ORFs	1;131567;2	1.00;0.84;0.79	Bacteria: 0.79	no support	no support	no support	no support	no support	no support
Bin_180-contigs.fa	taxid assigned (1/2)	based on 100/139 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53	Viruses: 0.53	Uroviricota: 0.53	Caudoviricetes: 0.53	Caudovirales: 0.53	NA	NA	uncultured Caudovirales phage: 0.53
Bin_180-contigs.fa	taxid assigned (2/2)	based on 100/139 ORFs	1;131567;2	1.00;0.42;0.42	Bacteria: 0.42	no support	no support	no support	no support	no support	no support
Bin_181-contigs.fa	taxid assigned	based on 850/1377 ORFs	1;131567;2	1.00;0.96;0.94	Bacteria: 0.94	no support	no support	no support	no support	no support	no support
Bin_182-contigs.fa	taxid assigned	based on 97/107 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.71;0.71;0.71;0.71;0.71;0.71;0.71;0.71	Viruses: 0.71	Uroviricota: 0.71	Caudoviricetes: 0.71	Caudovirales: 0.71	NA	NA	uncultured Caudovirales phage: 0.71
Bin_183-contigs.fa	taxid assigned	based on 3231/3376 ORFs	1;131567;2;1224;28216;80840;119060;44013	1.00;1.00;0.99;0.81;0.78;0.41;0.39;0.32	Bacteria: 0.99	Proteobacteria: 0.81	Betaproteobacteria: 0.78	Burkholderiales: 0.41	Burkholderiaceae: 0.39	Polynucleobacter: 0.32	no support
Bin_184-contigs.fa	taxid assigned	based on 197/277 ORFs	1;131567;2	1.00;0.97;0.97	Bacteria: 0.97	no support	no support	no support	no support	no support	no support
Bin_185-contigs.fa	taxid assigned	based on 3025/4545 ORFs	1;131567;2	1.00;0.73;0.68	Bacteria: 0.68	no support	no support	no support	no support	no support	no support
Bin_186-contigs.fa	no taxid assigned	no hits to database
Bin_187-contigs.fa	taxid assigned	based on 691/860 ORFs	1;131567;2;1783257;74201;414999;415000;134623;278955;2006848	1.00;0.93;0.92;0.60;0.57;0.52;0.45;0.45;0.44;0.44	Bacteria: 0.92	Verrucomicrobia: 0.57	Opitutae: 0.52	Opitutales: 0.45	Opitutaceae: 0.45	NA	Opitutaceae bacterium: 0.44
Bin_188-contigs.fa	taxid assigned (1/2)	based on 1097/1306 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.36;0.36;0.36;0.36;0.36;0.36;0.36;0.36	Viruses: 0.36	Uroviricota: 0.36	Caudoviricetes: 0.36	Caudovirales: 0.36	NA	NA	uncultured Caudovirales phage: 0.36
Bin_188-contigs.fa	taxid assigned (2/2)	based on 1097/1306 ORFs	1;131567;2;1224	1.00;0.58;0.58;0.34	Bacteria: 0.58	Proteobacteria: 0.34	no support	no support	no support	no support	no support
Bin_189-contigs.fa	taxid assigned	based on 7362/7762 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;0.98;0.81;0.80;0.79;0.47;0.34	Bacteria: 0.98	Actinobacteria: 0.80	Actinomycetia: 0.79	NA	NA	NA	Actinobacteria bacterium: 0.34
Bin_19-contigs.fa	taxid assigned	based on 2472/3778 ORFs	1;131567;2	1.00;0.70;0.57	Bacteria: 0.57	no support	no support	no support	no support	no support	no support
Bin_190-contigs.fa	taxid assigned	based on 2585/2658 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.88;0.88;0.66;0.64;0.48	Bacteria: 1.00	Actinobacteria: 0.88	Actinomycetia: 0.66	NA	NA	NA	Actinobacteria bacterium: 0.48
Bin_191-contigs.fa	taxid assigned	based on 1425/1484 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.94;0.94;0.94;0.40;0.40	Bacteria: 1.00	Actinobacteria: 0.94	Actinomycetia: 0.94	NA	NA	NA	Actinobacteria bacterium: 0.40
