# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin_151-contigs.fa	taxid assigned	based on 7124/7256 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.97;0.91;0.67;0.42;0.42	Bacteria: 1.00	Actinobacteria: 0.91	Actinomycetia: 0.67	NA	NA	NA	Actinobacteria bacterium: 0.42
Bin_152-contigs.fa	no taxid assigned	no hits to database
Bin_153-contigs.fa	taxid assigned	based on 1456/1509 ORFs	1;131567;2;1224;28216;80840;80864	1.00;1.00;0.99;0.88;0.77;0.39;0.33	Bacteria: 0.99	Proteobacteria: 0.88	Betaproteobacteria: 0.77	Burkholderiales: 0.39	Comamonadaceae: 0.33	no support	no support
Bin_154-contigs.fa	no taxid assigned	no hits to database
Bin_155-contigs.fa	taxid assigned (1/2)	based on 596/3828 ORFs	1;131567;2759;3027;589342;589343;55528;55529*;905079*	1.00;0.98;0.49;0.30;0.30;0.30;0.30;0.30;0.30	Eukaryota: 0.49	NA	Cryptophyceae: 0.30	Pyrenomonadales: 0.30	Geminigeraceae: 0.30	Guillardia: 0.30	Guillardia theta*: 0.30
Bin_155-contigs.fa	taxid assigned (2/2)	based on 596/3828 ORFs	1;131567;2	1.00;0.98;0.41	Bacteria: 0.41	no support	no support	no support	no support	no support	no support
Bin_156-contigs.fa	taxid assigned	based on 2224/3495 ORFs	1;131567;2	1.00;0.77;0.71	Bacteria: 0.71	no support	no support	no support	no support	no support	no support
Bin_157-contigs.fa	taxid assigned (1/2)	based on 58/72 ORFs	1;131567;2;1224;28216;80840;80864;665874	1.00;0.99;0.99;0.53;0.51;0.50;0.42;0.38	Bacteria: 0.99	Proteobacteria: 0.53	Betaproteobacteria: 0.51	Burkholderiales: 0.50	Comamonadaceae: 0.42	Limnohabitans: 0.38	no support
Bin_157-contigs.fa	taxid assigned (2/2)	based on 58/72 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.99;0.99;0.40;0.39;0.37;0.37;0.37	Bacteria: 0.99	Actinobacteria: 0.39	Actinomycetia: 0.37	NA	NA	NA	Actinobacteria bacterium: 0.37
Bin_158-contigs.fa	taxid assigned	based on 37/51 ORFs	1;131567;2;1224;28211;204458;76892;81440;1978230	1.00;0.88;0.88;0.85;0.85;0.70;0.70;0.70;0.70	Bacteria: 0.88	Proteobacteria: 0.85	Alphaproteobacteria: 0.85	Caulobacterales: 0.70	Caulobacteraceae: 0.70	NA	Caulobacteraceae bacterium: 0.70
Bin_159-contigs.fa	taxid assigned (1/2)	based on 414/650 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.55;0.55;0.55;0.55;0.55;0.55;0.50;0.50	Viruses: 0.55	Uroviricota: 0.55	Caudoviricetes: 0.55	Caudovirales: 0.55	NA	NA	uncultured Caudovirales phage: 0.50
Bin_159-contigs.fa	taxid assigned (2/2)	based on 414/650 ORFs	1;131567;2	1.00;0.32;0.31	Bacteria: 0.31	no support	no support	no support	no support	no support	no support
Bin_16-contigs.fa	taxid assigned (1/2)	based on 118/307 ORFs	1;131567;2	1.00;0.60;0.40	Bacteria: 0.40	no support	no support	no support	no support	no support	no support
Bin_16-contigs.fa	taxid assigned (2/2)	based on 118/307 ORFs	1;10239	1.00;0.34	Viruses: 0.34	no support	no support	no support	no support	no support	no support
Bin_160-contigs.fa	taxid assigned	based on 2/3 ORFs	1;131567;2;1783257;74201;414999	1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Opitutae: 1.00	no support	no support	no support	no support
Bin_161-contigs.fa	taxid assigned	based on 5513/5761 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;0.99;0.99;0.92;0.92;0.92;0.86	Bacteria: 0.99	Bacteroidetes: 0.92	Chitinophagia: 0.86	no support	no support	no support	no support
Bin_162-contigs.fa	taxid assigned	based on 5305/5384 ORFs	1;131567;2;1224;28216;80840;80864	1.00;1.00;1.00;0.92;0.85;0.68;0.38	Bacteria: 1.00	Proteobacteria: 0.92	Betaproteobacteria: 0.85	Burkholderiales: 0.68	Comamonadaceae: 0.38	no support	no support
Bin_163-contigs.fa	taxid assigned (1/2)	based on 796/907 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.43;0.43;0.43;0.43;0.43;0.43;0.42;0.42	Viruses: 0.43	Uroviricota: 0.43	Caudoviricetes: 0.43	Caudovirales: 0.43	NA	NA	uncultured Caudovirales phage: 0.42
Bin_163-contigs.fa	taxid assigned (2/2)	based on 796/907 ORFs	1;131567;2;1783272;201174	1.00;0.54;0.53;0.32;0.31	Bacteria: 0.53	Actinobacteria: 0.31	no support	no support	no support	no support	no support
Bin_164-contigs.fa	taxid assigned (1/2)	based on 3346/4312 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.35;0.35;0.35;0.35;0.35;0.35;0.34;0.34	Viruses: 0.35	Uroviricota: 0.35	Caudoviricetes: 0.35	Caudovirales: 0.35	NA	NA	uncultured Caudovirales phage: 0.34
Bin_164-contigs.fa	taxid assigned (2/2)	based on 3346/4312 ORFs	1;131567;2	1.00;0.43;0.39	Bacteria: 0.39	no support	no support	no support	no support	no support	no support
Bin_165-contigs.fa	no taxid assigned	no hits to database
Bin_166-contigs.fa	taxid assigned (1/2)	based on 105/189 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32	Viruses: 0.32	Uroviricota: 0.32	Caudoviricetes: 0.32	Caudovirales: 0.32	NA	NA	uncultured Caudovirales phage: 0.32
Bin_166-contigs.fa	taxid assigned (2/2)	based on 105/189 ORFs	1;131567;2	1.00;0.45;0.44	Bacteria: 0.44	no support	no support	no support	no support	no support	no support
Bin_167-contigs.fa	taxid assigned	based on 7594/10272 ORFs	1;131567;2	1.00;0.67;0.62	Bacteria: 0.62	no support	no support	no support	no support	no support	no support
Bin_168-contigs.fa	taxid assigned	based on 513/846 ORFs	1;131567;2;1224;28211;33807;1913988	1.00;0.87;0.81;0.40;0.38;0.34;0.34	Bacteria: 0.81	Proteobacteria: 0.40	Alphaproteobacteria: 0.38	NA	NA	NA	Alphaproteobacteria bacterium: 0.34
Bin_169-contigs.fa	taxid assigned	based on 15449/44232 ORFs	1;131567;2759;33090;3041	1.00;0.99;0.85;0.69;0.40	Eukaryota: 0.85	Chlorophyta: 0.40	no support	no support	no support	no support	no support
Bin_17-contigs.fa	taxid assigned	based on 87/115 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.80;0.80;0.80;0.80;0.80;0.80;0.80;0.80	Viruses: 0.80	Uroviricota: 0.80	Caudoviricetes: 0.80	Caudovirales: 0.80	NA	NA	uncultured Caudovirales phage: 0.80
Bin_170-contigs.fa	taxid assigned	based on 1479/3583 ORFs	1;131567;2	1.00;0.90;0.83	Bacteria: 0.83	no support	no support	no support	no support	no support	no support
Bin_171-contigs.fa	taxid assigned	based on 356/435 ORFs	1;131567;2;1783257;74201	1.00;0.96;0.96;0.77;0.76	Bacteria: 0.96	Verrucomicrobia: 0.76	no support	no support	no support	no support	no support
Bin_172-contigs.fa	taxid assigned	based on 4617/4765 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.98;0.82;0.81;0.81	Bacteria: 0.98	Bacteroidetes: 0.81	no support	no support	no support	no support	no support
Bin_173-contigs.fa	taxid assigned	based on 698/1162 ORFs	1;10239;2732004;2732005;2732007;2732523;2732524;10501;181084;880158	1.00;0.68;0.66;0.66;0.66;0.66;0.66;0.66;0.64;0.64	Viruses: 0.68	Nucleocytoviricota: 0.66	Megaviricetes: 0.66	Algavirales: 0.66	Phycodnaviridae: 0.66	Prasinovirus: 0.64	no support
Bin_174-contigs.fa	taxid assigned	based on 6572/6708 ORFs	1;131567;2;1783272;201174	1.00;1.00;1.00;0.77;0.77	Bacteria: 1.00	Actinobacteria: 0.77	no support	no support	no support	no support	no support
Bin_175-contigs.fa	taxid assigned	based on 53/59 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.66;0.66;0.66;0.66;0.66;0.66;0.65;0.65	Viruses: 0.66	Uroviricota: 0.66	Caudoviricetes: 0.66	Caudovirales: 0.66	NA	NA	uncultured Caudovirales phage: 0.65
Bin_176-contigs.fa	taxid assigned	based on 146/222 ORFs	1;131567;2	1.00;0.72;0.67	Bacteria: 0.67	no support	no support	no support	no support	no support	no support
Bin_177-contigs.fa	taxid assigned	based on 2488/2567 ORFs	1;131567;2;1224;28216;80840	1.00;0.99;0.99;0.96;0.93;0.68	Bacteria: 0.99	Proteobacteria: 0.96	Betaproteobacteria: 0.93	Burkholderiales: 0.68	no support	no support	no support
Bin_178-contigs.fa	taxid assigned	based on 46/72 ORFs	1;131567;2;1224;28211;204458;76892;81440;1978230	1.00;0.64;0.64;0.57;0.57;0.57;0.57;0.57;0.57	Bacteria: 0.64	Proteobacteria: 0.57	Alphaproteobacteria: 0.57	Caulobacterales: 0.57	Caulobacteraceae: 0.57	NA	Caulobacteraceae bacterium: 0.57
Bin_179-contigs.fa	taxid assigned	based on 154/278 ORFs	1;131567;2	1.00;0.92;0.90	Bacteria: 0.90	no support	no support	no support	no support	no support	no support
Bin_18-contigs.fa	taxid assigned	based on 215/658 ORFs	1;131567;2759;33090;3041;2692248;3166;2812636	1.00;1.00;0.91;0.83;0.76;0.74;0.53;0.53	Eukaryota: 0.91	Chlorophyta: 0.76	Chlorophyceae: 0.53	no support	no support	no support	no support
Bin_180-contigs.fa	taxid assigned	based on 1015/1521 ORFs	1;10239;2732004;2732005;2732007;2732523;2732524;10501;181086;358403	1.00;0.66;0.48;0.48;0.47;0.47;0.45;0.45;0.40;0.40	Viruses: 0.66	Nucleocytoviricota: 0.47	Megaviricetes: 0.47	Algavirales: 0.45	Phycodnaviridae: 0.45	Prymnesiovirus: 0.40	no support
Bin_181-contigs.fa	taxid assigned	based on 428/1700 ORFs	1;131567;2759;33090;3041	1.00;0.94;0.77;0.60;0.32	Eukaryota: 0.77	Chlorophyta: 0.32	no support	no support	no support	no support	no support
Bin_182-contigs.fa	taxid assigned	based on 2974/3516 ORFs	1;131567;2	1.00;0.50;0.44	Bacteria: 0.44	no support	no support	no support	no support	no support	no support
Bin_183-contigs.fa	taxid assigned	based on 4068/4175 ORFs	1;131567;2;1783270;68336;976;117743;200644;49546;237	1.00;1.00;1.00;0.91;0.91;0.90;0.82;0.81;0.77;0.69	Bacteria: 1.00	Bacteroidetes: 0.90	Flavobacteriia: 0.82	Flavobacteriales: 0.81	Flavobacteriaceae: 0.77	Flavobacterium: 0.69	no support
Bin_184-contigs.fa	taxid assigned	based on 1408/2875 ORFs	1;131567;2;1783270;68336;976	1.00;0.96;0.89;0.31;0.31;0.31	Bacteria: 0.89	Bacteroidetes: 0.31	no support	no support	no support	no support	no support
Bin_185-contigs.fa	no taxid assigned	no hits to database
