# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
17m_Bin_123-contigs.fa	taxid assigned (1/2)	based on 360/580 ORFs	1;10239;12429;2763270	1.00;0.55;0.44;0.43	Viruses: 0.55	NA	NA	NA	NA	NA	Virus NIOZ-UU159: 0.43
17m_Bin_123-contigs.fa	taxid assigned (2/2)	based on 360/580 ORFs	1;131567	1.00;0.30	no support	no support	no support	no support	no support	no support	no support
17m_Bin_124-contigs.fa	taxid assigned	based on 1211/2724 ORFs	1;131567;2	1.00;0.71;0.56	Bacteria: 0.56	no support	no support	no support	no support	no support	no support
17m_Bin_125-contigs.fa	taxid assigned	based on 70/97 ORFs	1;131567;2;1224	1.00;0.73;0.71;0.43	Bacteria: 0.71	Proteobacteria: 0.43	no support	no support	no support	no support	no support
17m_Bin_126-contigs.fa	taxid assigned	based on 4077/4349 ORFs	1;131567;2;1224;1236;135613;1046;13724	1.00;1.00;1.00;0.95;0.89;0.85;0.84;0.46	Bacteria: 1.00	Proteobacteria: 0.95	Gammaproteobacteria: 0.89	Chromatiales: 0.85	Chromatiaceae: 0.84	Thiocystis: 0.46	no support
17m_Bin_127-contigs.fa	taxid assigned	based on 3/4 ORFs	1;131567;2;1224;28211;204455;31989;58840;1904441	1.00;1.00;1.00;0.81;0.81;0.81;0.81;0.81;0.81	Bacteria: 1.00	Proteobacteria: 0.81	Alphaproteobacteria: 0.81	Rhodobacterales: 0.81	Rhodobacteraceae: 0.81	NA	Rhodobacteraceae bacterium: 0.81
17m_Bin_128-contigs.fa	taxid assigned	based on 647/933 ORFs	1;131567;2	1.00;0.93;0.90	Bacteria: 0.90	no support	no support	no support	no support	no support	no support
17m_Bin_129-contigs.fa	taxid assigned	based on 3909/3950 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.65	Bacteria: 1.00	Proteobacteria: 0.65	no support	no support	no support	no support	no support
17m_Bin_13-contigs.fa	taxid assigned	based on 1/3 ORFs	1	1.00	no support	no support	no support	no support	no support	no support	no support
17m_Bin_130-contigs.fa	taxid assigned	based on 3/4 ORFs	1;131567;2;1224;1236;135613;1046;1047;61644	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Proteobacteria: 1.00	Gammaproteobacteria: 1.00	Chromatiales: 1.00	Chromatiaceae: 1.00	Chromatium: 1.00	Chromatium okenii: 1.00
17m_Bin_131-contigs.fa	taxid assigned	based on 1103/1541 ORFs	1;131567;2	1.00;0.75;0.74	Bacteria: 0.74	no support	no support	no support	no support	no support	no support
17m_Bin_132-contigs.fa	taxid assigned	based on 1876/1954 ORFs	1;131567;2;1783257;74201;414999;415000;134623;278955;2006848	1.00;1.00;1.00;0.87;0.85;0.58;0.52;0.52;0.49;0.49	Bacteria: 1.00	Verrucomicrobia: 0.85	Opitutae: 0.58	Opitutales: 0.52	Opitutaceae: 0.52	NA	Opitutaceae bacterium: 0.49
17m_Bin_133-contigs.fa	no taxid assigned	no hits to database
17m_Bin_134-contigs.fa	taxid assigned	based on 5/17 ORFs	1;131567;2;49928;1869227	1.00;0.84;0.84;0.45;0.45	Bacteria: 0.84	NA	NA	NA	NA	NA	bacterium: 0.45
17m_Bin_135-contigs.fa	taxid assigned	based on 536/955 ORFs	1;131567;2	1.00;0.69;0.60	Bacteria: 0.60	no support	no support	no support	no support	no support	no support
17m_Bin_136-contigs.fa	taxid assigned (1/2)	based on 7/17 ORFs	1;131567;2;1783257;74201	1.00;1.00;1.00;0.51;0.42	Bacteria: 1.00	Verrucomicrobia: 0.42	no support	no support	no support	no support	no support
17m_Bin_136-contigs.fa	taxid assigned (2/2)	based on 7/17 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.49	Bacteria: 1.00	Proteobacteria: 0.49	no support	no support	no support	no support	no support
17m_Bin_137-contigs.fa	taxid assigned	based on 3555/3820 ORFs	1;131567;2;1783270;68336;976;37452;1898104	1.00;1.00;0.99;0.91;0.91;0.88;0.66;0.65	Bacteria: 0.99	Bacteroidetes: 0.88	NA	NA	NA	NA	Bacteroidetes bacterium: 0.65
17m_Bin_138-contigs.fa	no taxid assigned	no hits to database
17m_Bin_139-contigs.fa	no taxid assigned	no hits to database
17m_Bin_14-contigs.fa	taxid assigned	based on 2271/3084 ORFs	1;131567;2;1224	1.00;0.99;0.93;0.37	Bacteria: 0.93	Proteobacteria: 0.37	no support	no support	no support	no support	no support
17m_Bin_140-contigs.fa	taxid assigned	based on 590/1162 ORFs	1;131567;2	1.00;0.77;0.73	Bacteria: 0.73	no support	no support	no support	no support	no support	no support
17m_Bin_141-contigs.fa	taxid assigned	based on 1773/1839 ORFs	1;131567;2;1783257;74201	1.00;1.00;1.00;0.81;0.81	Bacteria: 1.00	Verrucomicrobia: 0.81	no support	no support	no support	no support	no support
17m_Bin_142-contigs.fa	taxid assigned	based on 380/571 ORFs	1;131567;2	1.00;0.86;0.80	Bacteria: 0.80	no support	no support	no support	no support	no support	no support
17m_Bin_143-contigs.fa	taxid assigned	based on 967/1348 ORFs	1;131567;2;1783257	1.00;0.99;0.90;0.36	Bacteria: 0.90	no support	no support	no support	no support	no support	no support
17m_Bin_144-contigs.fa	taxid assigned	based on 121/139 ORFs	1;131567;2;1224	1.00;0.79;0.75;0.32	Bacteria: 0.75	Proteobacteria: 0.32	no support	no support	no support	no support	no support
17m_Bin_145-contigs.fa	taxid assigned (1/2)	based on 4/4 ORFs	1;131567;2;1783270;68336;976;117743;200644;49546;237;196869;357523	1.00;1.00;1.00;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.30	Bacteria: 1.00	Bacteroidetes: 0.30	Flavobacteriia: 0.30	Flavobacteriales: 0.30	Flavobacteriaceae: 0.30	Flavobacterium: 0.30	Flavobacterium sp. 11: 0.30
17m_Bin_145-contigs.fa	taxid assigned (2/2)	based on 4/4 ORFs	1;131567;2;1783257	1.00;1.00;1.00;0.38	Bacteria: 1.00	no support	no support	no support	no support	no support	no support
17m_Bin_146-contigs.fa	taxid assigned	based on 7/18 ORFs	1;131567;2;1224;28216	1.00;0.85;0.85;0.48;0.40	Bacteria: 0.85	Proteobacteria: 0.48	Betaproteobacteria: 0.40	no support	no support	no support	no support
17m_Bin_147-contigs.fa	taxid assigned	based on 5/19 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.55;0.55;0.55;0.55;0.55;0.55;0.55;0.55	Viruses: 0.55	Uroviricota: 0.55	Caudoviricetes: 0.55	Caudovirales: 0.55	NA	NA	uncultured Caudovirales phage: 0.55
17m_Bin_148-contigs.fa	taxid assigned	based on 108/120 ORFs	1;131567;2;1224;28216;80840;80864	1.00;0.94;0.93;0.79;0.64;0.50;0.35	Bacteria: 0.93	Proteobacteria: 0.79	Betaproteobacteria: 0.64	Burkholderiales: 0.50	Comamonadaceae: 0.35	no support	no support
17m_Bin_149-contigs.fa	taxid assigned	based on 215/667 ORFs	1;131567;2;1783257;203682;203683;112;126;69476;2026779	1.00;1.00;0.74;0.34;0.33;0.33;0.33;0.33;0.33;0.33	Bacteria: 0.74	Planctomycetes: 0.33	Planctomycetia: 0.33	Planctomycetales: 0.33	Planctomycetaceae: 0.33	NA	Planctomycetaceae bacterium: 0.33
17m_Bin_15-contigs.fa	taxid assigned	based on 3201/3459 ORFs	1;131567;2;1224;68525;28221;213462;213468;2357;2358*	1.00;1.00;0.98;0.86;0.83;0.83;0.45;0.44;0.44;0.44	Bacteria: 0.98	Proteobacteria: 0.86	Deltaproteobacteria: 0.83	Syntrophobacterales: 0.45	Syntrophaceae: 0.44	Desulfomonile: 0.44	Desulfomonile tiedjei*: 0.44
17m_Bin_150-contigs.fa	taxid assigned	based on 2792/2931 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.95;0.95;0.94	Bacteria: 1.00	Bacteroidetes: 0.94	no support	no support	no support	no support	no support
17m_Bin_151-contigs.fa	taxid assigned	based on 2928/3246 ORFs	1;131567;2;1783272;1239;526524;526525;128827;544447;2049044	1.00;0.95;0.94;0.75;0.74;0.71;0.71;0.71;0.71;0.71	Bacteria: 0.94	Firmicutes: 0.74	Erysipelotrichia: 0.71	Erysipelotrichales: 0.71	Erysipelotrichaceae: 0.71	NA	Erysipelotrichaceae bacterium: 0.71
17m_Bin_152-contigs.fa	no taxid assigned	no hits to database
17m_Bin_153-contigs.fa	taxid assigned	based on 307/547 ORFs	1;131567;2759;2698737;33630;5878;431838	1.00;0.96;0.74;0.51;0.51;0.48;0.40	Eukaryota: 0.74	Ciliophora: 0.48	no support	no support	no support	no support	no support
17m_Bin_154-contigs.fa	taxid assigned	based on 289/586 ORFs	1;131567;2	1.00;0.54;0.45	Bacteria: 0.45	no support	no support	no support	no support	no support	no support
17m_Bin_155-contigs.fa	taxid assigned	based on 3088/3457 ORFs	1;131567;2;1224;1553900;213481;213483;958	1.00;1.00;0.99;0.93;0.84;0.82;0.74;0.71	Bacteria: 0.99	Proteobacteria: 0.93	Oligoflexia: 0.84	Bdellovibrionales: 0.82	Bdellovibrionaceae: 0.74	Bdellovibrio: 0.71	no support
17m_Bin_156-contigs.fa	taxid assigned	based on 280/428 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.87;0.86;0.33;0.33;0.33;0.33;0.33	Bacteria: 0.86	Actinobacteria: 0.33	Actinomycetia: 0.33	NA	NA	NA	Actinobacteria bacterium: 0.33
17m_Bin_157-contigs.fa	taxid assigned	based on 5179/6788 ORFs	1;131567;2	1.00;0.99;0.97	Bacteria: 0.97	no support	no support	no support	no support	no support	no support
17m_Bin_158-contigs.fa	taxid assigned	based on 29/43 ORFs	1;131567;2;1224;28211	1.00;0.99;0.97;0.83;0.30	Bacteria: 0.97	Proteobacteria: 0.83	Alphaproteobacteria: 0.30	no support	no support	no support	no support
17m_Bin_159-contigs.fa	taxid assigned (1/2)	based on 60/67 ORFs	1;131567;2;1783270;68336;1090;191410;191411;191412;274493;1091;2685105;1095	1.00;0.99;0.99;0.89;0.89;0.47;0.47;0.47;0.47;0.47;0.47;0.34;0.34	Bacteria: 0.99	Chlorobi: 0.47	Chlorobia: 0.47	Chlorobiales: 0.47	Chlorobiaceae: 0.47	Chlorobium: 0.47	Chlorobium sp.: 0.34
17m_Bin_159-contigs.fa	taxid assigned (2/2)	based on 60/67 ORFs	1;131567;2;1783270;68336;976	1.00;0.99;0.99;0.89;0.89;0.41	Bacteria: 0.99	Bacteroidetes: 0.41	no support	no support	no support	no support	no support
17m_Bin_16-contigs.fa	taxid assigned	based on 1345/1691 ORFs	1;131567;2;2323;1783234;1783273;363464;1046947;2044595	1.00;0.97;0.95;0.82;0.82;0.81;0.80;0.80;0.77	Bacteria: 0.95	Candidatus Gracilibacteria: 0.80	NA	NA	NA	NA	Candidatus Gracilibacteria bacterium: 0.77
17m_Bin_160-contigs.fa	taxid assigned	based on 4179/4578 ORFs	1;131567;2;1783257;74201;414999	1.00;1.00;1.00;0.86;0.83;0.56	Bacteria: 1.00	Verrucomicrobia: 0.83	Opitutae: 0.56	no support	no support	no support	no support
17m_Bin_161-contigs.fa	taxid assigned	based on 220/470 ORFs	1;131567;2759;2698737;33634;2696291;2836;33849;33850	1.00;1.00;0.74;0.69;0.69;0.69;0.69;0.51;0.51	Eukaryota: 0.74	Bacillariophyta: 0.69	Bacillariophyceae: 0.51	no support	no support	no support	no support
17m_Bin_162-contigs.fa	taxid assigned	based on 1/8 ORFs	1;131567;2;1783257;74201;417295;2026799	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	NA	NA	NA	NA	Verrucomicrobia bacterium: 1.00
17m_Bin_163-contigs.fa	taxid assigned	based on 2075/3050 ORFs	1;131567;2	1.00;0.72;0.65	Bacteria: 0.65	no support	no support	no support	no support	no support	no support
17m_Bin_164-contigs.fa	taxid assigned	based on 510/906 ORFs	1;131567;2;1224	1.00;0.78;0.72;0.33	Bacteria: 0.72	Proteobacteria: 0.33	no support	no support	no support	no support	no support
17m_Bin_165-contigs.fa	taxid assigned	based on 9970/14986 ORFs	1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;303405	1.00;1.00;0.97;0.97;0.96;0.96;0.96;0.90;0.90;0.74;0.74;0.37;0.37	Eukaryota: 0.97	Bacillariophyta: 0.96	Bacillariophyceae: 0.90	Bacillariales: 0.74	Bacillariaceae: 0.74	Nitzschia: 0.37	Nitzschia inconspicua: 0.37
17m_Bin_166-contigs.fa	taxid assigned	based on 10/17 ORFs	1;131567;2;1224;1236;135613;1046;85072	1.00;1.00;1.00;0.55;0.55;0.55;0.55;0.32	Bacteria: 1.00	Proteobacteria: 0.55	Gammaproteobacteria: 0.55	Chromatiales: 0.55	Chromatiaceae: 0.55	Allochromatium: 0.32	no support
17m_Bin_167-contigs.fa	taxid assigned	based on 21/36 ORFs	1;131567;2	1.00;0.79;0.62	Bacteria: 0.62	no support	no support	no support	no support	no support	no support
17m_Bin_168-contigs.fa	taxid assigned (1/2)	based on 2/11 ORFs	1;131567;2;49928;1869227	1.00;1.00;1.00;0.64;0.64	Bacteria: 1.00	NA	NA	NA	NA	NA	bacterium: 0.64
17m_Bin_168-contigs.fa	taxid assigned (2/2)	based on 2/11 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.36	Bacteria: 1.00	Proteobacteria: 0.36	no support	no support	no support	no support	no support
17m_Bin_169-contigs.fa	taxid assigned	based on 1205/1259 ORFs	1;131567;2;1224;28216	1.00;0.94;0.93;0.80;0.73	Bacteria: 0.93	Proteobacteria: 0.80	Betaproteobacteria: 0.73	no support	no support	no support	no support
17m_Bin_17-contigs.fa	taxid assigned	based on 229/616 ORFs	1;131567;2;1783270;68336	1.00;0.86;0.73;0.41;0.41	Bacteria: 0.73	no support	no support	no support	no support	no support	no support
17m_Bin_170-contigs.fa	taxid assigned	based on 2596/2869 ORFs	1;131567;2;1783257;74201	1.00;1.00;0.99;0.35;0.32	Bacteria: 0.99	Verrucomicrobia: 0.32	no support	no support	no support	no support	no support
17m_Bin_171-contigs.fa	taxid assigned	based on 1457/2241 ORFs	1;131567;2	1.00;0.77;0.69	Bacteria: 0.69	no support	no support	no support	no support	no support	no support
17m_Bin_172-contigs.fa	taxid assigned	based on 10443/11204 ORFs	1;131567;2;1783270;68336;976;200643	1.00;1.00;0.99;0.87;0.87;0.85;0.39	Bacteria: 0.99	Bacteroidetes: 0.85	Bacteroidia: 0.39	no support	no support	no support	no support
17m_Bin_173-contigs.fa	taxid assigned	based on 78/96 ORFs	1;10239	1.00;0.35	Viruses: 0.35	no support	no support	no support	no support	no support	no support
17m_Bin_174-contigs.fa	taxid assigned	based on 8407/9249 ORFs	1;131567;2;1224;68525;28221;122706;2026735	1.00;1.00;0.99;0.67;0.56;0.56;0.42;0.42	Bacteria: 0.99	Proteobacteria: 0.67	Deltaproteobacteria: 0.56	NA	NA	NA	Deltaproteobacteria bacterium: 0.42
17m_Bin_175-contigs.fa	taxid assigned	based on 134/163 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73	Viruses: 0.73	Uroviricota: 0.73	Caudoviricetes: 0.73	Caudovirales: 0.73	NA	NA	uncultured Caudovirales phage: 0.73
17m_Bin_176-contigs.fa	taxid assigned (1/2)	based on 9/39 ORFs	1;131567;2;1783270;68336;976;117743;200644;1853230;332102;2645487;1917219	1.00;1.00;1.00;0.34;0.34;0.34;0.34;0.34;0.34;0.34;0.34;0.34	Bacteria: 1.00	Bacteroidetes: 0.34	Flavobacteriia: 0.34	Flavobacteriales: 0.34	Crocinitomicaceae: 0.34	Fluviicola: 0.34	Fluviicola sp.: 0.34
17m_Bin_176-contigs.fa	taxid assigned (2/2)	based on 9/39 ORFs	1;131567;2;1783272;200795;189774;2026724	1.00;1.00;1.00;0.57;0.57;0.38;0.38	Bacteria: 1.00	Chloroflexi: 0.57	NA	NA	NA	NA	Chloroflexi bacterium: 0.38
17m_Bin_177-contigs.fa	taxid assigned	based on 26/34 ORFs	1;131567;2;1224;28216;80840;80864;665874	1.00;1.00;1.00;0.70;0.66;0.61;0.40;0.33	Bacteria: 1.00	Proteobacteria: 0.70	Betaproteobacteria: 0.66	Burkholderiales: 0.61	Comamonadaceae: 0.40	Limnohabitans: 0.33	no support
17m_Bin_178-contigs.fa	taxid assigned (1/2)	based on 741/1222 ORFs	1;131567;2	1.00;0.40;0.34	Bacteria: 0.34	no support	no support	no support	no support	no support	no support
17m_Bin_178-contigs.fa	taxid assigned (2/2)	based on 741/1222 ORFs	1;10239	1.00;0.46	Viruses: 0.46	no support	no support	no support	no support	no support	no support
17m_Bin_179-contigs.fa	no taxid assigned	no hits to database
17m_Bin_18-contigs.fa	taxid assigned	based on 3301/4407 ORFs	1;131567;2;1783270;68336;976	1.00;0.77;0.70;0.34;0.34;0.33	Bacteria: 0.70	Bacteroidetes: 0.33	no support	no support	no support	no support	no support
17m_Bin_180-contigs.fa	taxid assigned	based on 10101/10231 ORFs	1;131567;2;1783272;201174;1760	1.00;1.00;1.00;0.97;0.94;0.85	Bacteria: 1.00	Actinobacteria: 0.94	Actinomycetia: 0.85	no support	no support	no support	no support
17m_Bin_181-contigs.fa	taxid assigned (1/2)	based on 1789/2010 ORFs	1;131567;2;2323;1783234;95818;1895827	1.00;0.98;0.96;0.81;0.81;0.40;0.38	Bacteria: 0.96	Candidatus Saccharibacteria: 0.40	no support	no support	no support	no support	no support
17m_Bin_181-contigs.fa	taxid assigned (2/2)	based on 1789/2010 ORFs	1;131567;2;2323;1783234;1783273	1.00;0.98;0.96;0.81;0.81;0.38	Bacteria: 0.96	no support	no support	no support	no support	no support	no support
17m_Bin_182-contigs.fa	no taxid assigned	no hits to database
17m_Bin_183-contigs.fa	taxid assigned	based on 55/112 ORFs	1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728	1.00;0.95;0.94;0.80;0.80;0.80;0.53;0.52;0.37;0.37;0.37	Bacteria: 0.94	Bacteroidetes: 0.80	Flavobacteriia: 0.53	Flavobacteriales: 0.52	Crocinitomicaceae: 0.37	NA	Crocinitomicaceae bacterium: 0.37
17m_Bin_184-contigs.fa	taxid assigned	based on 1674/1754 ORFs	1;131567;2;1783272;200795;301297;1318598;2026734	1.00;1.00;0.98;0.86;0.85;0.63;0.63;0.63	Bacteria: 0.98	Chloroflexi: 0.85	Dehalococcoidia: 0.63	NA	NA	NA	Dehalococcoidia bacterium: 0.63
17m_Bin_185-contigs.fa	taxid assigned	based on 11785/17534 ORFs	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;1962113;1650286	1.00;1.00;0.98;0.98;0.97;0.96;0.91;0.89;0.89;0.82;0.54;0.40;0.40	Eukaryota: 0.98	Chlorophyta: 0.97	Trebouxiophyceae: 0.91	Chlorellales: 0.89	Chlorellaceae: 0.89	Chlorella: 0.54	Chlorella desiccata (nom. nud.): 0.40
17m_Bin_186-contigs.fa	taxid assigned	based on 4/35 ORFs	1;131567;2759;2698737;33634;2696291;569578;2870;2877;2878;2879;867790;867726	1.00;1.00;0.81;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49	Eukaryota: 0.81	NA	Phaeophyceae: 0.49	Ectocarpales: 0.49	Ectocarpaceae: 0.49	Ectocarpus: 0.49	Ectocarpus sp. CCAP 1310/34: 0.49
